id,words
475,"['it', 'might', 'be', 'my', 'last', 'i', 'just', 'drowned', 'sergeant', 'hawkes', 'paperwork', 'in', 'coffee', 'again', 'so']"
476,"['yes', 'yesi', 'see', 'you', 'tomorrow', 'ms', '.', 'desroses', 'bye', 'lieutenant', 'hawkes', '!']"
477,"['now', 'that', 'i', ""'m"", 'fully', 'retired', ',', 'it', ""'s"", 'yolr', 'duty', 'to', 'uphold', 'the', 'family', 'name', ':', 'The', 'hawkes', 'have', 'always', 'been', 'held', 'in', 'high', 'esteem', 'by', 'the', 'royal', 'family', 'and', 'the', 'public', '.', 'Yes']"
478,"['saying', 'goodbye', ':', 'i', ""'m"", 'afraid', 'all', 'that', 'weight', 'of', 'the', 'hawkes', 'family', 'fell', 'on', 'william', ""'s"", 'shoulders', 'afterwards', '.', 'Ap']"
479,"['only', 'says', 'that', 'because', 'she', 'does', 'nt', 'remember', 'Stop', 'encouraging', 'her', ',', 'randalli', 'do', ""n't"", 'listen', 'to', 'hawkes', 'he', ""'s"", 'not', 'good', 'for', 'you', ':', 'randalli']"
480,"['you', 'so', 'much', ',', 'duke', 'hawkes', '.', 'it']"
481,"['much', 'as', 'we', 'love', 'coming', 'here', 'each', 'year', 'we', 'ca', ""n't"", 'stay', 'long', ',', 'we', 'must', 'return', 'to', 'her', 'side', ':', 'totally', 'understandable', ',', 'hawkes', '.', 's']"
482,"['can', 'hear', 'you', ',', 'hawkes', 'there', ""'s"", 'nothing', 'to', 'worry', 'about', ',', 'will', ',', 'really', '.', 'maybe']"
483,"['members', 'Assassinated', 'even', 'when', 'i', 'became', 'chief', 'after', 'hawkes', ""'"", 'promotion', ';', 'i', 'barely', 'had', 'any', 'information', 'on', 'this', '.', 'it']"
484,"['the', 'highest', 'ministers', ',', 'the', 'secret', 'services', 'and', 'hawkes', 'knew', 'about', 'this', 'at', 'the', 'time', '.', 'is']"
485,"[',', 'all', 'officers', 'st', 'll', 'and', 'hawkes', 'report', 'to', 'the', 'precinct', '.', 'This']"
486,"['is', 'lieutenant', 'hawkes', 'requesting', 'transport', '.', 'We']"
487,"['lilk', 'Hawkes', 'please', 'report', 'to', 'the', 'precinct', '.', 'This']"
488,"['is', 'lieutenant', 'hawkes', 'requesting', 'transport', '.', 'cllrk']"
489,"['Lieutenant', 'hawkes', ',', 'i', 'assume', 'you', 'were', 'able', 'to', 'hear', 'the', 'message', 'from', 'lune', '.', 'i']"
490,"[""'s"", 'office', 'ms', '.', 'karen']"
491,"['smith', 'Good', 'evening', 'i', ""'m"", 'karen', 'smith', ',', 'the', 'owner', 'of', 'this', 'establishment', 'to', 'what', 'do', 'i', 'owe', 'this', 'particular', 'pleasure', '?']"
492,"[""'re"", 'one', 'of', 'the', 'last', 'people', 'who', 'saw', 'mr', 'kevin', 'chow', 'alive', '.', 'can']"
493,"['really', 'think', 'could', 'hurt', 'kevin', '?']"
494,"['long', 'have', 'you', 'and', 'chow', 'known', 'each', 'other', '?']"
495,"['you', 'know', 'if', 'there', 'was', 'anyone', 'who', 'might', 'want', 'to', 'hurt', 'chow', '?']"
496,"[',', 'do', ""n't"", 'be', 'so', 'humble', ',', 'sake', ':', 'you', 'absolutely', 'do', 'You', 'said', 'you', 'used', 'to', 'work', 'at', 'chow', ""'s"", 'mines', '.', 'With']"
497,['Chow']
498,"['do', ""n't"", 'really', 'know', 'yet', 'nothing', 'for', 'the', 'time', 'being', 'but', 'i', 'have', ""n't"", 'given', 'up', 'trying', 'to', 'free', 'chow', ""'s"", 'ex', 'wife', 'sid', 'Lalren', '.', 'could']"
499,"['I', 'have', 'what', 'you', 'need', 'to', 'prove', 'sake', ""'s"", 'guilt', 'in', 'chow', ""'s"", 'case', '.']"
500,"['could', ""n't"", 'resist', 'the', 'temptation', 'to', 'look', 'into', 'chow', ""'s"", 'case', 'file', '.', 'the']"
501,"['he', 'snuck', 'out', 'of', 'his', 'apartment', 'to', 'murder', 'chow', '.', 'and']"
502,"['used', 't', 'live', 'right', 'next', 't', 'the', 'alley', 'where', 'sake', 'murdered', 'chow', '.', 'She']"
503,"['did', ""n't"", 'talk', 'about', 'chow', ""'s"", 'case', 'then', '.', 'but']"
504,"['helped', 'working', 'on', 'chow', ""'s"", 'case', ':', 'i', 'did', 'nt', 'kill', 'him', '!']"
505,"['wo', ""n't"", 'do', 'anything', 'Ti', 'ghten', 'Actlally', 'i', ""'ve"", 'meant', 'to', 'i', ""'ve"", 'meant', 'to', 'thank', 'you', 'for', 'helping', 'me', 'with', 'chow', ""'s"", 'case', '.', 'Grip']"
506,"['look', 'at', 'the', 'disastrous', 'outcome', 'of', 'chow', ""'s"", 'case', '.', 'Forgive']"
507,"['me', ',', 'but', 'if', 'there', ""'s"", 'one', 'thing', 'chow', ""'s"", 'case', 'teaches', 'us', 'is', 'that', 'there', 'are', 'calses', 'that', 'must', 'be', 'defended', '.', 'even']"
508,"['sake', ""'s"", 'mrder', ',', 'and', 'the', 'new', 'leads', 'from', 'chow', ""'s"", 'case', 'dri', 'i', 'wolld', ""n't"", 'be', 'surprised', 'if', 'she', 'tried', 'to', 'investigate', 'that', 'circus', 'further', '.', 'but']"
509,"['it', ""'s"", 'done', '.', 'Kieran']"
510,['Kieran']
511,"['know', ',', 'it', ""'s"", 'not', 'very', 'polite', 'to', 'eavesdrop', 'Mister', 'ph', '.', 'or', 'rather', ':', 'Kieran', 'Let', ""'s"", 'make', 'it', 'spicy', '.', 'co']"
512,"['You', 'know', ',', 'it', ""'s"", 'not', 'very', 'polite', 'to', 'eavesdrop', '.', 'Kieran']"
513,"['very', 'perceptive', 'of', 'you', ',', 'kieran', ':', 'and', 'the', 'seventh', 'does', ""n't"", 'suspect', 'you', '?']"
514,"[""'m"", 'still', 'at', 'kierans', 'place', '.', 'Purple']"
515,"['should', ""n't"", 'be', 'looking', 'through', 'his', 'stuff', 'grip', 'Kieran', '?']"
516,['Kieran']
517,"['did', ""n't"", 'know', 'we', 'had', 'to', 'tell', 'each', 'other', 'everything', 'about', 'our', 'hobbies', 'how', 'can', 'i', 'trust', 'you', 'after', 'this', ',', 'kieran', '?']"
518,"['he', ""'s"", 'one', 'of', 'few', 'remaining', 'founders', 'of', 'the', 'phantom', 'scythe', 'one', 'the', 'only', 'people', 'who', 'could', 'identify', 'the', 'leader', 'kieran', 'knew', 'apostle', 'vi', '!']"
519,"['sent', 'orders', 'via', 'messenger', 'the', 'only', 'person', 'who', ""'s"", 'seen', 'their', 'face', 'Kieran', 'said', 'the', 'remaining', 'members', 'will', 'be', 'meeting', 'with', 'the', 'messenger', 'it', ""'s"", 'only', 'a', 'few', 'days', 'from', 'now', '.', 'That']"
520,"['au', 'We', ""'ll"", 'go', 'over', 'the', 'questions', 'you', 'sent', 'on', 'instagram', 'If', 'kieran', 'and', 'lauren', 'were', 'about', 'to', 'fall', 'off', 'of', 'a', 'cliff', 'and', 'you', 'could', 'only', 'save', 'one', 'from', 'death', ',', 'who', 'would', 'you', 'save', '?']"
521,['kieran']
522,"['eph', 'to', 'do', 'the', 'research', 'for', 'me', 'and', 'then', 'only', 'send', 'screenshots', 'of', 'what', 'she', 'judges', 'acceptable', 'for', 'my', 'eyes', 'if', 'not', ';', 'describe', 'it', 'to', 'me', 'sometimes', 'even', 'ask', 'my', 'assistants', 'to', 'draw', 'them', 'cuz', 'i', 'm', 'just', 'like', '``', 'no', 'is', 'kieran', 'and', 'lauren', 'going', 'to', 'be', 'a', 'thing', '?']"
523,"['imcrying', ')', 'and', 'i', 'd', 'be', 'in', 'the', 'holding', 'cell', 'for', 'suspicious', 'activities', 'due', 'to', 'posing', 'for', 'my', 'own', 'references', ':', 'what', 'if', 'kieran', 'got', 'a', 'short', 'haircut', '?']"
524,"['really', 'liked', 'to', 'hug', 'people', 'like', 'kym', 'and', 'was', 'like', 'grumpy', 'cat', ':', 'though', ',', 'i', ""'d"", 'alway', 'subconsciously', 'avoid', 'her', 'at', 'the', 'perfect', 'timina', 'and', 'she', 'alwavs', 'end', 'falling', 'or', 'hitting', 'a', 'desk', 'or', 'someth', '(', 'sorry', 'not', 'sorry', 'eph', ')', 'that', ""'s"", 'our', 'tearierker', 'bonding', 'story', 'if', 'kieran', 'was', ""n't"", 'a', 'mass', 'urderer', ';', 'what', 'would', 'he', 'be', '?']"
525,"['22', 'kieran', '24', 'kym', '21', 'william', '23', 'where', 'are', 'you', 'from', '?']"
526,"['name', 'is', 'kieran', 'white', 'he', 'will', 'be', 'our', 'new', 'archivist', 'and', 'is', 'nt', 'he', 'charminnnng', '?']"
527,"['has', ""n't"", 'even', 'been', 'a', 'day', 'Do', 'not', 'test', 'my', 'patience', ',', 'kieran', '.', 'What']"
528,"['s', 'Culck', 'Dpip', 'dpip', 'Tump', 'vmp', 'Pvll', 'Coltir', 'sufrt', 'Pvs7y', ""'"", 'wtl', 'Racel', ':', 'olfc', '4', 'sindoir', '``', 'toh', 'Als', 'hey', ',', 'kieran', '.', 'Hm']"
529,"['one', 'kieran', 'said', 'was', 'involved', 'in', 'apostle', 'vi', '!']"
530,"['Kk', 'Wp', 'grll', 'Ziu', 'Kieran', '?']"
531,"[':', 'kieran', 'there', ""'s"", 'someone', 'coming', 'from', 'the', 'other', 'side', 'too', 't', '7', 'they']"
532,"['thank', 'you', 'kieran', '!']"
533,"['take', 'everything', 'you', ""'ve"", 'got', ',', 'kieran', '.', 'I']"
534,"['ca', ""n't"", 'even', 'remember', 'life', 'before', 'kieran', '.', 'Maybe']"
535,"['it', ""'s"", 'kieran', 'delivering', 'them', 'to', 'me', 'il', 'review', 'the', 'whole', 'precinct', 'archives', '.', 'Oh']"
536,"[',', 'kieran', 'what', 'are', 'you', 'doing', '?']"
537,"['you', 'said', 'kieran', 'was', ""n't"", 'your', 'type', 'oh']"
538,"['unlike', 'you', ',', 'kieran', '.', 'she']"
539,"['off', 'your', 'high', 'horse', ',', 'kieran', '.', 'I']"
540,"['sons', 'eon', 'Ja', 'and', 'he', 'knows', 'who', 'kieran', 'is', '?']"
541,"['not', 'become', 'the', 'monster', 'they', 'want', 'you', 'to', 'be', 'you', 'hear', 'me', ',', 'kieran', '?']"
542,"['un', 'kieran', 'was', 'right', '.', 'Great']"
543,"['.', 'Kieran']"
544,['Kieran']
545,"['kieran', ""'s"", 'also', 'inited', '?']"
546,"['kieran', ',', 'what', 'were', 'you', 'doing', 'before', 'the', 'apd', '?']"
547,"['that', 'true', ',', 'kieran', '?']"
548,"['really', 'kieran', 'is', 'that', 'true', '?']"
549,"['sigl', 'Hey', 'kieran', '.', '7']"
550,"['hyacinth', 'Episode', 'Hey', 'kieran', ',', 'where', 'are', 'you', 'going', '?']"
551,"[""'re"", 'not', 'really', 'my', 'coworkers', 'and', 'even', 'less', 'my', 'friends', 'Il', 'see', 'you', 'around', 'Wait', ',', 'i', 'pvll', 'Look', ',', 'kieran', ',', 'you', '.', 'you']"
552,"['you', ',', 'kieran', 'Shvt']"
553,"['last', 'one', 'standing', 'winsi', 'Losers', 'have', 'to', 'g0', 'sing', 'on', 'stagei', 'Kieran', 'is', 'joining', '!']"
554,"['es', 'Yeet', 'our', 'first', 'contest', 'ant', 'kieran', 'white', '!']"
555,"['Kieran', '.', 'there']"
556,"['you', 'hear', ',', 'kieran', '?']"
557,"['do', ""n't"", 'think', 'we', 'should', 'stay', 'here', '.', 'Kieran']"
558,"['trucks', 'will', 'be', 'here', 'in', 'a', 'couple', 'of', 'hours', '.', 'Kieran']"
559,"['They', 'even', 'have', 'a', 'police', 'issued', 'radio', 'transceiver', 'to', 'intercept', 'communications', 'from', 'our', 'personal', 'radios', 'Kieran', ',', 'can', 'you', 'disguise', 'your', 'voice', '?']"
560,"['whiteriver', 'street', '?']"
561,"['hyacinth', 'Episode', 'Whiteriver', 'street', 'whiteriver', 'street', 'Kym', '!']"
562,"['have', 'mlltiple', 'meanings', ',', 'depending', 'on', 'the', 'color', 'like', 'white', 'ones', 'mean', 'sincerity', 'do', 'you', 'know', 'what', 'the', 'purple', 'hyacinths', 'mean', '?']"
563,"['white', '.', 'St']"
564,"['to', 'meet', 'you', ',', 'mr', 'white', '.', 'I']"
565,"[""'re"", 'you', 'doing', 'mr', '.', 'white', '?']"
566,"['really', 'like', 'you', ',', 'mr', 'white', '!']"
567,"['.', 'white', 'is', 'herei', 'let', ""'s"", 'go', 'in', '!']"
568,"['mr', '.', 'white', '.', 'Sorry']"
569,"['randall', 'thanks', 'for', 'the', 'file', ',', 'mr', 'white', '.', 'have']"
570,"[',', 'this', 'is', 'special', 'agent', 'white', 'swan', '.', 'Agent']"
571,"['swan', 'special', 'white', 'And']"
572,"[',', 'it', 'was', 'just', 'koko', '!']"
573,"['many', 'times', 'have', 'i', 'told', 'you', 'not', 'to', 'ruin', 'the', 'zen', 'garden', 'pattern', ',', 'koko', '?']"
574,['Krist']
575,"['schaefferi', 'you', 'are', 'under', 'arrest', 'for', 'planting', 'a', 'bomb', 'in', 'the', 'homstons', 'theateri', 'tell', 'us', 'how', 'to', 'defuse', 'it', 'and']"
576,"['lady', 'arthinghami', 'My', 'beautiful', 'handsome', 'but']"
577,"['We', 'know', 'lune', 'is', 'two', 'people', ':', 'based', 'on', 'what', 'miss', 'arthingham', 'said', ',', 'one', 'is', 'still', 'likely', 'a', 'man', '.', 'the']"
578,"[""'s"", 'maid', 'alerted', 'the', 'police', '.', 'they']"
579,"['lucky', 'He', 'probably', 'did', ""n't"", 'consider', 'that', 'the', 'maid', 'would', 'be', 'awake', 'or', 'that', 'the', 'police', 'could', 'respond', 'as', 'soon', 'as', 'we', 'did', '.', 'it']"
580,"['one', 'time', 'chance', 'to', 'switch', 'career', 'paths', 'Fortun', 'teller', 'gelat', 'Ahnl', 'Maiden', 'of', 'the', 'moon', '.', 'I']"
581,"['leaving', 'here', ':', 'Okay', 'Do', ""n't"", 'worry', 'about', 'the', 'glass', ',', 'i', ""'"", 'l', 'ask', 'maid', 'to', 'take', 'care', 'of', 'it', '.', 'alright']"
582,"['wo', 'nt', 'make', 'it', 'in', 'timei', 'lauren', 'do', 'nt', '!']"
583,"['Unclei', 'that', 'mani', 'we', 'ca', ""n't"", 'let', 'him', 'go', ',', 'we', 'must', 'interrogate', 'him', 'lauren', '!']"
584,"[""'s"", 'Lauren', ',', 'i', 'know', 'you', 'must', 'be', 'right', 'but', 'now', 'is', 'not', 'the', 'time', 'and', 'you', 'know', 'better', 'than', 'anyone', 'that', 'to', 'open', 'an', 'investigation', 'we', 'must', 'have', 'solid', 'proof', 'your', 'hunches', 'ca', ""n't"", 'overrule', 'the', 'law', '.', 'Remember']"
585,"[""'m"", 'very', 'sorry', 'lauren', ':', 'i', 'do', 'believe', 'in', 'you', '.', 'L']"
586,"['excuse', 'me', ',', 'i', 'have', 'meeting', 'to', 'attend', 'see', 'you', 'tonight', ',', 'lauren', '!']"
587,"[""'s"", 'been', 'a', 'pleasure', ',', 'lauren', '.', 'Sung']"
588,"['Ardhalis', 'police', 'department', 'vi', 'Lauren', '?']"
589,"['swear', 'i', ""'m"", 'going', 'to', 'accidentally', 'stab', 'you', 'if', 'you', 'keep', 'doing', 'this', 'sla', '``', 'My', 'dear', 'lauren', ',', 'your', 'pretty', 'golden', 'eyes', 'look', 'pensive', 'tod', 'stop', '!']"
590,"['aye', 'lauren', '!']"
591,"['Lauren', '?']"
592,"['laurenww', '!']"
593,"['eveving', ',', 'lady', 'lauren', '!']"
594,"['have', 'been', 'told', 'so', 'often', 'to', 'turn', 'the', 'page', 'that', 'it', ""'s"", 'become', 'almost', 'shameful', 'for', 'me', 'to', 'admit', 'Lauren', '.', 'it']"
595,"[""'s"", 'up', 'to', 'you', 'to', 'find', 'the', 'strength', 'to', 'let', 'go', 'The', 'boy', 'is', 'dead', 'lauren', 'If']"
596,"[',', 'lauren', '.', 'well']"
597,"['happened', 'in', 'the', 'golden', 'clover', 'that', 'night', 'wo', ""n't"", 'happen', 'again', ':', 'Lauren', '?']"
598,"['lauren', ':', 'Yeah']"
599,"['march', ',', 'please', 'protect', 'the', 'witnessi', 'lauren', 'kym', 'with', 'mei', '@', 'ang', '|']"
600,"['Over', 'therei', 'Someone', 'escaped', 'through', 'the', 'windowsi', 'Lauren', 'wait', '!']"
601,['Laureni']
602,"[',', 'lauren', '!']"
603,"['Seriously', ',', 'you', 'must', 'be', 'the', 'most', 'stubborn', 'person', 'i', ""'ve"", 'ever', 'met', '.', 'Laureni']"
604,"['see', 'that', 'you', ""'ve"", 'slept', 'well', 'Obviously', 'more', 'than', 'you', 'did', 'Lauren', ':', 'your', 'face', '.', 'hlh']"
605,"['trusted', 'him', 'all', 'this', 'timei', 'Are', ""n't"", 'you', 'coming', 'with', 'us', ',', 'lauren', '?']"
606,"['why', 'would', 'the', 'king', 'Lauren', ':', 'sigh', 's', 'He']"
607,"['ah', 'dozens', 'of', 'prison', 'guards', 'and', 'all', 'lunes', 'convicts', 'slaughtered', 'purple', 'hyacinth', 'has', 'struck', 'again', 'than', 'W', 'fo', ""'"", '%', 'mol', ':', '88', 'ama/', 'Lauren', ',', 'are', 'you', 'okay', '?']"
608,"['every', 'person', 'they', 'expose', 'going', 'to', 'meet', 'the', 'same', 'fate', 'Stop', 'Clent', 'Lauren', ',', 'you', ""'re"", 'not', 'coming', '?']"
609,"['please', ',', 'lauren', '.', 'vish']"
610,"['condemn', 'me', 'for', 'my', 'crimes', ',', 'but', 'who', ""'s"", 'worse', 'between', 'us', ',', 'lauren', '?']"
611,"['Really', 'lauren', 'how', 'foolish', 'of', 'you', '.', 'He']"
612,"['all', 'due', 'respect', 'captain', ',', 'should', ""n't"", 'this', 'mission', 'go', 'to', 'lauren', '?']"
613,"['wonder', 'he', 'hates', 'lauren', '.', 'I']"
614,"['tq', 'laureni', 'Are', 'you', 'okay', '?']"
615,"[""'s"", 'go', 'lauren', 'you', 'should', 'get', 'some', 'rest', 'first', 'i']"
616,"['lauren', '!']"
617,"[""'m"", 'fine', ',', 'lauren', '.', 'stay']"
618,"['Oh', ',', 'lauren', '!']"
619,"['Lauren', 'how', 'do', 'you', 'pronounce', ""'"", 'hyacinth', '``', '?']"
620,['lauren']
621,"['wink', 'Are', 'nt', 'we', 'lauren', '?']"
622,"['what', 'happened', 'this', 'morning', 'lauren', '?']"
623,"['lauren', ',', 'everything', 'seems', 'fine', 'or', 'now', ',', 'but', 'you', 'should', 'rest', 'for', 'the', 'next', 'two', 'days', 'least', 'try', 'to', 'avoid', 'activities', 'that', 'reqlire', 'high', 'concentration', 'they', 'calse', 'any', 'symptoms', 'worsen', ':', 'same', 'thing', 'for', 'physical', 'activities', 'write', 'for', 'hoh', 'shicts', 'this', 'week', 'and', 'strongly', 'recommend', 'you', 'take', 'frequent', 'breaks', 'your', 'headache', 'comes', 'back', ',', 'you', 'may', 'take', 'twc', 'of', 'pills', 'every', 'tfosr', 'six', 'holrs', 'thank', 'you', 'very', 'much', 'for', 'watching', 'over', 'me', 'oday', 'il', 'try', 'behave', 'you', 'better', ',', 'yolng', 'lady', 'would', 'love', 'not', 'have', 'see', 'you', 'again', '.', 'you']"
624,"['m', 'channeling', 'laureni', 'you']"
625,"['lauren', '.', 'goddess']"
626,"['turn', 'on', 'your', 'sound', 'Purple', 'hyacinth', 'Episode', 'Do', ""n't"", 'be', 'stupid', ',', 'lauren', 'you', 'have', 'better', 'things', 'to', 'do', 'than', 'panic', '.', 'With']"
627,"['hyacinth', 'Episode', 'No', 'lauren', '.', 'no']"
628,"['the', 'way', ',', 'have', 'you', 'seen', 'lauren', '?']"
629,"[',', 'lauren', ',', 'you', 'did', ""n't"", 'even', 'tell', 'your', 'friends', '?']"
630,"['ca', 'nt', 'tell', 'themi', 'Lauren', 'and', 'i', 'are', 'dating', 'hh']"
631,"['hyacinth', 'Episode', 'Lauren', 'and', 'i', 'are', 'dating', 'I', 'ih', 'Hw']"
632,"['could', 'you', 'hide', 'this', 'from', 'us', 'lauren', '?']"
633,"['lauren', '?']"
634,"['m', 'so', 'proud', 'of', 'you', ',', 'lauren', 'my', 'girl', 'is', 'finally', 'getting', 'somei', '!']"
635,"['morning', ',', 'laureni', 'you', ""'re"", 'just', 'getting', 'home', '?']"
636,"['basically', 'admitted', 'his', 'involvement', 'in', 'allendale', '.', 'laureni']"
637,"['shame', 'in', 'losing', 'him', 'lauren', 'no', 'one', ""'s"", 'even', 'got', 'near', 'him', 'in', 'the', 'seven', 'years', 'he', ""'s"", 'been', 'active', 'You', ""'re"", 'lucky', 'to', 'be', 'alive', '.', 'Purple']"
638,"['to', 'see', 'he', 'still', 'has', 'it', 'out', 'for', 'you', ')', 'lauren', '.', 'are']"
639,['Lauren']
640,"['you', 'tomorrow', 'lauren', '!']"
641,"['may', 'think', 'your', 'enemies', 'are', 'hidden', 'in', 'the', 'shadows', 'but', 'he', 'is', 'closer', 't', 'you', ';', 'more', 'similar', 'to', 'you', 'than', 'you', 'think', ',', 'lalren', 'you', 'must', 'remove', 'the', 'blindfoldi', 'open', 'your', 'eyes', ',', 'lauren', '!']"
642,"['youk', 'ey5', ')', ',', 'lauren', '?']"
643,"['he', 'is', 'closer', 'to', 'you', 'more', 'similar', 'to', 'you', 'than', 'you', 'think', ',', 'lauren', '.', 'Anml']"
644,"[':', 'Lauren', 'and', 'i', 'slept', 'as', 'much', 'as', 'you', 'did', 'and', 'we', ""'re"", 'perfectly', 'fine', '.', 'wrong']"
645,"['lauren', 'never', 'sleeps', '.', 'guilty', '!']"
646,['Lauren']
647,"[""'"", 'murder', 'le', 'Oh', ',', 'lauren', '.', 'i']"
648,"['is', 'going', 'to', 'be', 'a', 'very', 'long', 'day', 'Hlsi', 'Cuk', 'whltk', 'Laureni', 'Hey', ',', 'guys', '.', 'Have']"
649,"['could', ""'ve"", 'drugged', 'her', 'with', 'the', 'black', 'market', 'sedative', 'lauren', 'found', 'on', 'him', 'last', 'year', '.', 'and']"
650,"['that', 'Someone', 'around', 'you', 'has', 'or', 'will', 'stab', 'you', 'in', 'the', 'back', 'does', ""n't"", 'sound', 'like', 'anything', 'good', 'open', 'your', 'eyes', ',', 'laureni', 'If']"
651,"[',', 'laureni', 'pos', '06', 'caela', 'cgodn', 'Why']"
652,"[':', 'Get', 'down', 'laureni', 'you']"
653,['Laureni']
654,"[""'s"", 'been', 'over', 'a', 'year', 'and', 'they', 'still', 'think', 'i', ""'m"", 'unfit', 'for', 'duty', 'Purple', 'hyacinth', 'Episode', '8', 'aye', ',', 'lauren', '!']"
655,"[""n't"", 'even', 'know', 'what', 'that', 'word', 'means', 'see', 'ya', 'lauren', '!']"
656,"['Your', 'pretty', 'golden', 'eyes', 'look', 'pensive', 'today', ',', 'dear', 'lauren', '.', 'i']"
657,"['swear', 'i', ""'ll"", 'hit', 'the', 'next', 'person', 'who', 'says', 'pensive', '``', ""'"", 'eyes', '``', 'and', '``', 'lauren', '``', 'in', 'the', 'same', 'sentence', 'There', 'is', 'no', 'escape', '!']"
658,"['Okay', 'will', ',', 'but', 'who', 'really', 'makes', 'you', 'feel', 'like', 'lauren', '.', 'I']"
659,"[""'s"", 'good', 'for', 'her', ',', 'i', 'suppose', ':', 'So', 'hapy', 'tmul', 'yolre', 'not', 'murderer', 'laureni', '!']"
660,"['would', 'you', 'like', 'to', 'order', 'anything', ',', ""ma'am"", '0', ""'"", 'lauren', 'goddess', 'of', 'deduction', '.', 'Lend']"
661,['lauren']
662,"[""'ve"", 'been', 'chasing', 'the', 'leader', 'one', 'man', 'for', 'a', 'decade', 'and', 'they', 'do', 'nt', 'have', 'even', 'a', 'single', 'clue', 'who', 'he', 'isi', 'How', 'can', 'we', 'trust', 'them', '?']"
663,"['might', 'be', 'my', 'only', 'chance', 'of', 'finding', 'the', 'leader', ':', 'eef', '.', 'tick']"
664,"[""'re"", 'the', 'leader', ""'s"", 'favorite', 'puppet', ',', 'you', 'obey', 'his', 'every', 'word', 'aw', ',', 'please', ',', 'that', ""'s"", 'insulting', '!']"
665,"['leader', 'might', 'not', 'be', 'venerated', 'by', 'everyone', ',', 'but', 'he', ""'s"", 'certainly', 'feared', 'by', 'all', 'his', 'pawns', 'are', 'everywhere', 'no', 'one', 'knows', 'who', 'he', 'is', 'but', 'killing', 'for', 'him', ',', 'doing', 'his', 'dirty', 'work', 'and', 'being', 'the', 'best', 'at', 'it', '.', 'that']"
666,"['least', ',', 'that', ""'s"", 'the', '``', 'official', 'version', '``', 'considering', 'the', 'leader', ""'s"", 'a', 'mystery', 'no', 'one', 'knows', 'his', 'real', 'goal', '.', 'justice']"
667,"['What', 'do', 'you', 'know', 'about', 'the', 'leader', '?']"
668,"['i', ""'m"", 'honestly', 'surprised', 'leader', 'has', ""n't"", 'asked', 'me', 'to', 'finish', 'him', 'yet']"
669,"['ten', 'years', 'ago', ',', 'the', 'leader', 'promised', 'us', 'a', 'better', 'world', ',', 'free', 'from', 'the', 'tyranny', 'of', 'the', 'royals', '!']"
670,"['from', 'the', 'leader', ':', 'Purple', 'hyacinth', 'Episode', '1', '7', 'hours', 'ago', ':', '..', 'Sh']"
671,"['do', ""n't"", 'know', 'who', 'the', 'seventh', 'apostle', 'is', 'i', 'do', ""n't"", 'think', 'anybody', 'does', 'except', 'the', 'leader', '!']"
672,"['leader', 'seems', 'quite', 'bold', 'for', 'ordering', 'such', 'a', 'thing', '.', 'i']"
673,"['For', 'a', 'decade', ',', 'they', 'terrorized', 'ardhalis', 'city', 'a6:0', 'No', 'one', 'had', 'ever', 'seen', 'their', 'leader', 'terrorists', 'Thieves', 'Killers', 'All', 'united', 'We', 'called', 'them', ':', '.', 'The']"
674,"[""'s"", 'unheard', 'they', 'all', 'believed', 'it', 'was', 'the', 'leader', ""'s"", 'plan', 'and', 'not', 'the', 'apostle', 'taking', 'over', 'the', 'reins', 'himself', 'the', 'apostle', 'as', 'you', 'can', 'guess', 'the', 'apostle', 'is', 'furious', 'an', '!']"
675,"[""'s"", 'just', 'say', 'your', 'little', '``', 'secret', '``', 'operation', 'is', 'doing', 'so', 'poorly', 'that', 'it', ""'s"", 'only', 'a', 'matter', 'of', 'time', 'before', 'the', 'leader', 'wants', 'all', 'of', 'you', 'dead', '.', 'after']"
676,"['i', 'find', 'hilarious', 'is', 'that', 'the', 'bunch', 'of', 'you', 'believed', 'your', 'operation', 'could', 'pass', 'under', 'the', 'leader', ""'s"", 'radar', ':', 'I', 'do', ""n't"", 'think', 'that', 'anyone', 'expected', 'such', 'a', 'fiasco', 'but', 'only', 'the', 'pawns', 'have', 'been', 'eliminated', 'from', 'the', 'chessboard', 'so', 'far', 'the', 'master', 'pieces', 'are', 'still', 'well', 'in', 'place', 'are', ""n't"", 'you', 'afraid', 'the', 'leader', 'will', 'exterminate', 'you', 'all', '?']"
677,"['i', ""'m"", 'sure', 'the', 'leader', 'will', 'eventually', 'want', 'to', 'get', 'rid', 'of', 'all', 'of', 'Them', 'So', 'the', 'leader', 'charged', 'you', 'to', 'keep', 'an', 'eye', 'on', 'the', 'operation', 'for', 'him', 'and', 'take', 'care', 'of', 'the', 'nuisances', 'at', 'the', 'same', 'time', '.', 'Haha']"
678,"['spy', 'the', 'leader', 'planted', 'in', 'the', 'm1th', 'precinct', '.', 'he']"
679,"['colleague', 'was', 'getting', 'useless', ',', 'so', 'the', 'leader', 'wanted', 'him', 'removed', '.', 'I']"
680,"['know', 'nothing', 'about', 'him', ',', 'but', 'if', 'he', 'came', 'from', 'a', 'poorer', 'background', 'the', 'leader', ""'s"", 'mission', 'could', ""'ve"", 'sounded', 'appealing', 'to', 'him', '.', 'Or']"
681,"['where', 's', 'your', 'leader', '?']"
